fg,3pt,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,fg%,3pt%,ft%,team,home,date,game_id
39-79,11-26,22-25,8,46,54,4,18,23,1,0,111,88.0,42.3,42.3,Nets,0,2017-12-29,400975269
30-89,3-26,24-31,12,31,43,3,11,18,0,0,87,77.4,11.5,11.5,Heat,1,2017-12-29,400975269
39-95,11-36,16-19,11,34,45,4,9,19,2,0,105,84.2,30.6,30.6,Nets,0,2017-12-31,400975285
39-79,14-33,16-25,8,42,50,8,17,22,0,0,108,64.0,42.4,42.4,Celtics,1,2017-12-31,400975285
35-96,6-31,19-25,19,33,52,5,12,18,0,0,95,76.0,19.4,19.4,Magic,0,2018-01-01,400975291
36-82,9-25,17-23,10,42,52,10,13,22,0,0,98,73.9,36.0,36.0,Nets,1,2018-01-01,400975291
36-80,1-11,24-30,7,25,32,4,8,12,0,0,97,80.0,9.1,9.1,Timberwolves,0,2018-01-03,400975303
37-72,14-30,10-11,4,34,38,3,19,23,1,0,98,90.9,46.7,46.7,Nets,1,2018-01-03,400975303
37-98,5-18,8-15,12,32,44,13,4,17,1,0,87,53.3,27.8,27.8,Celtics,0,2018-01-06,400975325
30-91,6-31,19-22,12,43,55,11,16,14,2,0,85,86.4,19.4,19.4,Nets,1,2018-01-06,400975325
43-101,10-34,18-23,8,43,51,12,15,27,0,0,114,78.3,29.4,29.4,Raptors,0,2018-01-08,400975338
39-100,12-33,23-28,11,44,55,2,16,27,0,0,113,82.1,36.4,36.4,Nets,1,2018-01-08,400975338
48-93,10-21,8-12,11,43,54,4,13,14,0,0,114,66.7,47.6,47.6,Pistons,0,2018-01-10,400975352
27-74,12-37,14-15,2,33,35,2,17,11,3,0,80,93.3,32.4,32.4,Nets,1,2018-01-10,400975352
40-87,13-34,17-26,13,30,43,1,14,24,1,0,110,65.4,38.2,38.2,Nets,0,2018-01-12,400975367
37-80,11-28,20-26,8,38,46,3,18,25,0,0,105,76.9,39.3,39.3,Hawks,1,2018-01-12,400975367
42-99,12-43,17-20,13,34,47,3,15,22,1,0,113,85.0,27.9,27.9,Nets,0,2018-01-13,400975376
46-93,10-23,17-23,6,41,47,3,15,19,0,0,119,73.9,43.5,43.5,Wizards,1,2018-01-13,400975376
42-82,9-16,26-37,8,43,51,10,9,24,0,0,119,70.3,56.3,56.3,Knicks,0,2018-01-15,400975388
32-87,11-32,29-36,11,34,45,3,11,23,0,0,104,80.6,34.4,34.4,Nets,1,2018-01-15,400975388
34-82,9-19,23-31,7,35,42,4,9,20,0,0,100,74.2,47.4,47.4,Spurs,0,2018-01-17,400975401
35-83,13-36,12-18,6,41,47,1,14,28,0,0,95,66.7,36.1,36.1,Nets,1,2018-01-17,400975401
35-84,7-22,18-25,12,31,43,7,11,22,2,0,95,72.0,31.8,31.8,Heat,0,2018-01-19,400975414
36-76,9-32,20-26,10,34,44,8,14,18,0,0,101,76.9,28.1,28.1,Nets,1,2018-01-19,400975414
37-80,13-31,14-20,7,39,46,3,15,18,0,0,101,70.0,41.9,41.9,Nets,0,2018-01-21,400975431
38-90,9-29,15-17,7,36,43,4,6,19,1,0,100,88.2,31.0,31.0,Pistons,1,2018-01-21,400975431
37-79,16-38,18-25,8,37,45,5,12,25,2,0,108,72.0,42.1,42.1,Nets,0,2018-01-23,400975443
40-94,7-25,22-32,16,34,50,4,4,18,0,0,109,68.8,28.0,28.0,Thunder,1,2018-01-23,400975443
33-89,8-34,17-20,11,34,45,2,14,19,0,0,91,85.0,23.5,23.5,Nets,0,2018-01-26,400975465
43-83,12-23,18-20,3,41,44,6,9,17,1,0,116,90.0,52.2,52.2,Bucks,1,2018-01-26,400975465
38-82,9-30,12-15,11,32,43,7,15,19,1,0,97,80.0,30.0,30.0,Nets,0,2018-01-27,400975475
42-96,4-21,23-26,16,33,49,7,5,12,1,0,111,88.5,19.0,19.0,Timberwolves,1,2018-01-27,400975475
36-87,9-37,14-16,11,38,49,3,17,21,1,0,95,87.5,24.3,24.3,Nets,0,2018-01-30,400975491
39-89,13-26,20-25,12,35,47,6,11,13,0,0,111,80.0,50.0,50.0,Knicks,1,2018-01-30,400975491
36-76,7-18,29-34,6,27,33,5,8,21,0,0,108,85.3,38.9,38.9,76ers,0,2018-01-31,400975502
39-77,13-32,25-28,9,30,39,9,11,26,3,0,116,89.3,40.6,40.6,Nets,1,2018-01-31,400975502
39-92,10-26,14-20,18,38,56,6,15,18,1,0,102,70.0,38.5,38.5,Lakers,0,2018-02-02,400975514
37-82,9-29,16-23,5,33,38,8,11,18,1,0,99,69.6,31.0,31.0,Nets,1,2018-02-02,400975514
42-81,8-19,17-21,14,40,54,7,13,16,1,0,109,81.0,42.1,42.1,Bucks,0,2018-02-04,400975531
37-90,9-29,11-14,11,25,36,1,9,19,0,0,94,78.6,31.0,31.0,Nets,1,2018-02-04,400975531
45-81,16-33,17-21,8,32,40,7,11,14,0,0,123,81.0,48.5,48.5,Rockets,0,2018-02-06,400975546
41-85,16-35,15-17,10,27,37,2,11,17,0,0,113,88.2,45.7,45.7,Nets,1,2018-02-06,400975546
39-90,17-51,11-12,8,42,50,6,19,20,1,0,106,91.7,33.3,33.3,Nets,0,2018-02-07,400975551
44-92,9-24,18-25,8,38,46,3,7,12,0,0,115,72.0,37.5,37.5,Pistons,1,2018-02-07,400975551
52-106,9-24,25-39,14,45,59,10,15,18,0,0,138,64.1,37.5,37.5,Pelicans,0,2018-02-10,400975572
43-114,21-59,21-22,18,42,60,3,15,30,2,0,128,95.5,35.6,35.6,Nets,1,2018-02-10,400975572
48-85,6-16,12-14,8,35,43,6,15,14,0,0,114,85.7,37.5,37.5,Clippers,0,2018-02-12,400975589
41-89,12-40,7-10,10,27,37,6,12,15,1,0,101,70.0,30.0,30.0,Nets,1,2018-02-12,400975589
39-90,6-15,24-28,15,37,52,7,8,20,0,0,108,85.7,40.0,40.0,Pacers,0,2018-02-14,400975602
35-83,13-35,20-27,9,35,44,2,13,20,1,0,103,74.1,37.1,37.1,Nets,1,2018-02-14,400975602
36-93,14-43,10-14,11,30,41,8,9,23,1,0,96,71.4,32.6,32.6,Nets,0,2018-02-22,400975613
42-87,11-21,16-20,13,41,54,6,14,15,1,0,111,80.0,52.4,52.4,Hornets,1,2018-02-22,400975613
33-93,6-23,15-23,15,41,56,7,13,11,1,1,87,65.2,26.1,26.1,Bulls,0,2018-02-26,400975645
40-90,16-42,8-8,7,41,48,9,15,20,0,0,104,100.0,38.1,38.1,Nets,1,2018-02-26,400975645
44-82,12-32,23-30,3,33,36,0,12,21,1,1,123,76.7,37.5,37.5,Nets,0,2018-02-27,400975654
50-97,12-24,17-27,14,41,55,1,11,24,0,0,129,63.0,50.0,50.0,Cavaliers,1,2018-02-27,400975654
40-96,17-46,14-17,16,35,51,4,21,14,1,0,111,82.4,37.0,37.0,Nets,0,2018-03-01,400975670
50-97,6-14,10-12,11,33,44,6,15,13,0,0,116,83.3,42.9,42.9,Kings,1,2018-03-01,400975670
40-92,19-45,21-23,13,31,44,4,14,21,0,0,120,91.3,42.2,42.2,Nets,0,2018-03-04,400975694
44-84,10-27,25-30,7,33,40,6,10,20,0,0,123,83.3,37.0,37.0,Clippers,1,2018-03-04,400975694
36-85,9-34,20-25,10,28,38,1,12,18,4,0,101,80.0,26.5,26.5,Nets,0,2018-03-06,400975709
47-83,11-23,9-11,5,36,41,7,17,18,0,0,114,81.8,47.8,47.8,Warriors,1,2018-03-06,400975709
47-92,11-32,20-22,9,34,43,7,10,27,2,0,125,90.9,34.4,34.4,Nets,0,2018-03-08,400975718
41-85,4-19,25-30,6,30,36,5,13,21,0,1,111,83.3,21.1,21.1,Hornets,1,2018-03-08,400975718
50-95,9-26,11-18,12,36,48,7,9,19,1,0,120,61.1,34.6,34.6,76ers,0,2018-03-11,400975745
33-85,10-28,21-24,13,29,42,5,18,19,0,0,97,87.5,35.7,35.7,Nets,1,2018-03-11,400975745
44-91,11-31,17-21,13,40,53,6,11,20,0,0,116,81.0,35.5,35.5,Raptors,0,2018-03-13,400975754
35-86,15-36,17-19,9,29,38,6,11,19,1,0,102,89.5,41.7,41.7,Nets,1,2018-03-13,400975754
40-89,15-30,21-27,11,36,47,5,12,22,0,0,116,77.8,50.0,50.0,Nets,0,2018-03-16,400975776
43-95,12-27,22-26,13,29,42,3,5,21,0,1,120,84.6,44.4,44.4,76ers,1,2018-03-16,400975776
41-92,12-22,12-14,13,32,45,3,10,21,0,0,106,85.7,54.5,54.5,Mavericks,0,2018-03-17,400975783
43-84,14-36,14-19,10,33,43,6,10,14,0,0,114,73.7,38.9,38.9,Nets,1,2018-03-17,400975783
46-88,10-23,13-20,11,31,42,3,16,33,1,0,115,65.0,43.5,43.5,Grizzlies,0,2018-03-19,400975799
36-72,16-40,30-40,9,32,41,9,22,22,0,0,118,75.0,40.0,40.0,Nets,1,2018-03-19,400975799
36-94,3-16,36-47,23,45,68,2,13,16,0,0,111,76.6,18.8,18.8,Hornets,0,2018-03-21,400975813
39-93,13-37,14-21,10,36,46,11,12,36,1,0,105,66.7,35.1,35.1,Nets,1,2018-03-21,400975813
41-84,11-27,19-31,5,35,40,9,9,23,2,0,112,61.3,40.7,40.7,Nets,0,2018-03-23,400975828
41-86,14-28,20-29,5,38,43,7,10,24,1,0,116,69.0,50.0,50.0,Raptors,1,2018-03-23,400975828
44-87,12-28,21-26,11,38,49,2,11,21,0,0,121,80.8,42.9,42.9,Cavaliers,0,2018-03-25,400975840
38-83,17-37,21-26,7,31,38,3,9,23,1,0,114,80.8,45.9,45.9,Nets,1,2018-03-25,400975840
40-87,12-34,19-22,11,37,48,5,8,17,1,0,111,86.4,35.3,35.3,Nets,0,2018-03-28,400975863
40-92,11-31,13-16,11,33,44,4,9,18,1,0,104,81.3,35.5,35.5,Magic,1,2018-03-28,400975863
39-91,10-35,22-28,7,40,47,5,15,24,2,0,110,78.6,28.6,28.6,Nets,0,2018-03-31,400975887
43-95,7-17,16-21,10,41,51,6,18,22,0,0,109,76.2,41.2,41.2,Heat,1,2018-03-31,400975887
38-84,7-19,25-32,10,43,53,3,9,16,2,0,108,78.1,36.8,36.8,Pistons,0,2018-04-01,400975894
37-87,12-43,10-15,6,34,40,5,12,22,0,0,96,66.7,27.9,27.9,Nets,1,2018-04-01,400975894
34-81,17-42,10-23,3,33,36,6,18,15,0,0,95,43.5,40.5,40.5,Nets,0,2018-04-03,400975903
50-91,9-21,12-18,7,48,55,10,10,22,0,0,121,66.7,42.9,42.9,76ers,1,2018-04-03,400975903
41-75,19-39,18-21,4,37,41,12,17,21,3,0,119,85.7,48.7,48.7,Nets,0,2018-04-05,400975924
41-93,5-20,24-30,12,29,41,2,8,19,0,0,111,80.0,25.0,25.0,Bucks,1,2018-04-05,400975924
46-92,24-55,8-11,5,41,46,10,13,18,2,0,124,72.7,43.6,43.6,Nets,0,2018-04-07,400975939
36-88,6-29,18-21,4,35,39,1,13,14,0,0,96,85.7,20.7,20.7,Bulls,1,2018-04-07,400975939
43-89,12-28,7-12,10,34,44,6,19,17,0,0,105,58.3,42.9,42.9,Bulls,0,2018-04-09,400975951
41-82,18-42,14-15,6,32,38,10,17,15,1,0,114,93.3,42.9,42.9,Nets,1,2018-04-09,400975951
37-91,11-40,12-16,10,34,44,6,15,12,1,0,97,75.0,27.5,27.5,Nets,0,2018-04-11,400975965
46-102,6-24,12-15,20,42,62,6,13,14,1,0,110,80.0,25.0,25.0,Celtics,1,2018-04-11,400975965
36-88,8-32,19-25,9,37,46,4,10,24,2,0,99,76.0,25.0,25.0,Celtics,0,2017-10-17,400974437
38-83,5-22,21-25,9,41,50,4,17,25,0,0,102,84.0,22.7,22.7,Cavaliers,1,2017-10-17,400974437
38-76,7-21,25-30,6,39,45,4,15,22,0,0,108,83.3,33.3,33.3,Bucks,0,2017-10-18,400974703
39-91,11-28,11-21,11,32,43,2,12,27,3,0,100,52.4,39.3,39.3,Celtics,1,2017-10-18,400974703
35-84,10-29,22-32,14,41,55,5,19,24,0,0,102,68.8,34.5,34.5,Celtics,0,2017-10-20,400974772
35-92,10-32,12-16,14,33,47,4,16,30,1,0,92,75.0,31.3,31.3,76ers,1,2017-10-20,400974772
36-85,1-12,16-25,11,32,43,2,14,17,0,0,89,64.0,8.3,8.3,Knicks,0,2017-10-24,400974802
37-75,14-29,22-27,5,36,41,7,12,24,2,0,110,81.5,48.3,48.3,Celtics,1,2017-10-24,400974802
33-78,11-30,19-22,6,39,45,4,15,14,1,0,96,86.4,36.7,36.7,Celtics,0,2017-10-26,400974818
35-77,11-25,8-14,2,35,37,3,16,20,1,1,89,57.1,44.0,44.0,Bucks,1,2017-10-26,400974818
34-81,6-23,22-26,11,30,41,5,12,14,0,1,96,84.6,26.1,26.1,Celtics,0,2017-10-28,400974829
34-79,7-31,15-16,6,34,40,9,19,23,0,0,90,93.8,22.6,22.6,Heat,1,2017-10-28,400974829
36-87,12-26,10-20,12,28,40,4,11,14,0,0,94,50.0,46.2,46.2,Spurs,0,2017-10-30,400974843
42-88,11-31,13-16,15,39,54,6,13,22,2,0,108,81.3,35.5,35.5,Celtics,1,2017-10-30,400974843
35-81,6-20,10-12,7,19,26,5,15,18,0,0,86,83.3,30.0,30.0,Kings,0,2017-11-01,400974860
40-82,17-41,16-19,16,36,52,3,15,19,3,0,113,84.2,41.5,41.5,Celtics,1,2017-11-01,400974860
36-84,13-28,16-24,11,38,49,2,10,14,1,0,101,66.7,46.4,46.4,Celtics,0,2017-11-03,400974880
35-87,13-35,11-14,11,37,48,7,12,18,0,1,94,78.6,37.1,37.1,Thunder,1,2017-11-03,400974880
39-89,11-33,15-20,9,45,54,1,13,21,1,0,104,75.0,33.3,33.3,Celtics,0,2017-11-05,400974889
33-91,6-29,16-18,10,35,45,4,13,19,0,0,88,88.9,20.7,20.7,Magic,1,2017-11-05,400974889
39-81,14-36,18-22,7,35,42,3,13,21,1,0,110,81.8,38.9,38.9,Celtics,0,2017-11-06,400974897
39-81,13-26,16-20,5,31,36,4,14,22,0,0,107,80.0,50.0,50.0,Hawks,1,2017-11-06,400974897
37-85,5-24,17-23,12,36,48,8,20,30,0,0,96,73.9,20.8,20.8,Lakers,0,2017-11-08,400974912
38-98,7-29,24-31,16,32,48,6,13,20,1,0,107,77.4,24.1,24.1,Celtics,1,2017-11-08,400974912
31-80,6-22,19-33,7,40,47,7,14,21,0,0,87,57.6,27.3,27.3,Hornets,0,2017-11-10,400974921
30-84,9-31,21-25,9,40,49,5,13,26,0,0,90,84.0,29.0,29.0,Celtics,1,2017-11-10,400974921
32-69,10-24,20-23,6,30,36,8,17,20,0,0,94,87.0,41.7,41.7,Raptors,0,2017-11-12,400974939
35-87,10-26,15-19,15,31,46,2,14,18,1,0,95,78.9,38.5,38.5,Celtics,1,2017-11-12,400974939
39-86,9-27,22-27,9,40,49,3,14,14,0,0,109,81.5,33.3,33.3,Celtics,0,2017-11-14,400974952
39-88,14-35,10-16,9,34,43,3,14,24,1,0,102,62.5,40.0,40.0,Nets,1,2017-11-14,400974952
33-82,10-32,12-19,7,40,47,10,15,24,0,0,88,63.2,31.3,31.3,Warriors,0,2017-11-16,400974966
26-79,7-32,33-38,7,45,52,5,15,15,0,0,92,86.8,21.9,21.9,Celtics,1,2017-11-16,400974966
39-82,16-34,16-20,9,32,41,6,15,22,0,0,110,80.0,47.1,47.1,Celtics,0,2017-11-18,400974981
37-78,9-24,16-20,6,29,35,1,13,19,1,0,99,80.0,37.5,37.5,Hawks,1,2017-11-18,400974981
38-84,13-36,21-26,5,48,53,4,17,24,0,0,110,80.8,36.1,36.1,Celtics,0,2017-11-20,400975000
39-96,7-33,17-20,8,37,45,3,11,22,0,0,102,85.0,21.2,21.2,Mavericks,1,2017-11-20,400975000
35-84,9-26,19-27,7,30,37,4,11,19,0,1,98,70.4,34.6,34.6,Celtics,0,2017-11-22,400975008
40-81,10-28,14-16,7,41,48,4,16,22,0,0,104,87.5,35.7,35.7,Heat,1,2017-11-22,400975008
41-95,9-24,12-19,16,35,51,4,12,16,0,1,103,63.2,37.5,37.5,Magic,0,2017-11-24,400975020
42-91,17-42,17-25,13,33,46,10,8,20,1,0,118,68.0,40.5,40.5,Celtics,1,2017-11-24,400975020
45-80,10-25,8-9,4,26,30,4,14,13,1,0,108,88.9,40.0,40.0,Celtics,0,2017-11-25,400975032
38-78,7-23,15-15,10,26,36,2,18,14,1,0,98,100.0,30.4,30.4,Pacers,1,2017-11-25,400975032
44-85,11-25,19-23,8,32,40,2,8,19,0,0,118,82.6,44.0,44.0,Pistons,0,2017-11-27,400975043
40-77,16-33,12-21,5,31,36,4,17,23,0,0,108,57.1,48.5,48.5,Celtics,1,2017-11-27,400975043
35-84,16-32,11-18,15,30,45,1,19,22,0,0,97,61.1,50.0,50.0,76ers,0,2017-11-30,400975065
40-79,12-29,16-20,7,33,40,7,16,20,1,0,108,80.0,41.4,41.4,Celtics,1,2017-11-30,400975065
48-101,7-24,8-11,16,31,47,1,10,19,2,0,111,72.7,29.2,29.2,Suns,0,2017-12-02,400975077
42-80,14-31,18-23,4,27,31,6,9,16,0,0,116,78.3,45.2,45.2,Celtics,1,2017-12-02,400975077
35-78,9-21,21-24,3,25,28,2,9,17,1,0,100,87.5,42.9,42.9,Bucks,0,2017-12-04,400975094
43-78,10-22,15-19,8,37,45,3,14,20,1,0,111,78.9,45.5,45.5,Celtics,1,2017-12-04,400975094
34-86,9-28,13-17,6,39,45,5,9,12,2,0,90,76.5,32.1,32.1,Mavericks,0,2017-12-06,400975107
36-87,12-34,13-17,9,44,53,8,11,15,1,0,97,76.5,35.3,35.3,Celtics,1,2017-12-06,400975107
38-83,11-38,15-17,11,28,39,0,14,22,0,0,102,88.2,28.9,28.9,Celtics,0,2017-12-08,400975125
38-81,8-27,21-24,14,32,46,3,13,14,0,0,105,87.5,29.6,29.6,Spurs,1,2017-12-08,400975125
33-79,11-30,14-18,9,41,50,4,13,18,1,0,91,77.8,36.7,36.7,Celtics,0,2017-12-10,400975137
28-84,10-33,15-19,11,35,46,4,9,16,1,0,81,78.9,30.3,30.3,Pistons,1,2017-12-10,400975137
33-83,10-40,9-14,11,35,46,2,15,19,1,0,85,64.3,25.0,25.0,Celtics,0,2017-12-11,400975142
39-81,12-29,18-25,10,36,46,3,8,18,1,0,108,72.0,41.4,41.4,Bulls,1,2017-12-11,400975142
45-91,9-28,19-26,20,28,48,4,15,20,1,0,118,73.1,32.1,32.1,Nuggets,0,2017-12-13,400975158
47-79,11-25,19-24,4,26,30,7,13,20,1,0,124,79.2,44.0,44.0,Celtics,1,2017-12-13,400975158
40-83,13-25,14-18,9,46,55,2,15,20,1,0,107,77.8,52.0,52.0,Jazz,0,2017-12-15,400975174
35-86,9-31,16-19,2,29,31,5,8,18,1,0,95,84.2,29.0,29.0,Celtics,1,2017-12-15,400975174
39-80,14-30,10-14,14,28,42,6,16,19,1,0,102,71.4,46.7,46.7,Celtics,0,2017-12-16,400975187
32-79,14-34,15-17,10,28,38,3,13,19,1,0,93,88.2,41.2,41.2,Grizzlies,1,2017-12-16,400975187
44-79,16-26,8-14,6,32,38,4,19,31,1,0,112,57.1,61.5,61.5,Celtics,0,2017-12-18,400975193
37-79,7-21,30-38,9,29,38,3,12,16,1,0,111,78.9,33.3,33.3,Pacers,1,2017-12-18,400975193
33-75,10-28,14-25,6,40,46,3,12,16,3,0,90,56.0,35.7,35.7,Heat,0,2017-12-20,400975207
30-80,13-32,16-21,5,39,44,5,10,22,0,0,89,76.2,40.6,40.6,Celtics,1,2017-12-20,400975207
33-86,13-38,14-19,9,26,35,1,10,20,0,0,93,73.7,34.2,34.2,Celtics,0,2017-12-21,400975219
36-79,8-14,22-26,11,38,49,3,17,20,0,0,102,84.6,57.1,57.1,Knicks,1,2017-12-21,400975219
34-86,7-19,17-25,12,39,51,2,15,16,0,0,92,68.0,36.8,36.8,Bulls,0,2017-12-23,400975236
44-92,12-32,17-21,8,38,46,5,5,18,1,0,117,81.0,37.5,37.5,Celtics,1,2017-12-23,400975236
43-93,6-26,19-28,14,33,47,4,8,17,1,0,111,67.9,23.1,23.1,Wizards,0,2017-12-25,400974447
39-81,14-29,11-17,8,37,45,4,16,23,1,0,103,64.7,48.3,48.3,Celtics,1,2017-12-25,400974447
37-78,15-34,13-13,6,37,43,7,15,20,1,0,102,100.0,44.1,44.1,Celtics,0,2017-12-27,400975252
32-87,7-23,20-29,19,33,52,3,11,11,1,0,91,69.0,30.4,30.4,Hornets,1,2017-12-27,400975252
30-80,14-43,24-31,7,36,43,3,16,23,1,0,98,77.4,32.6,32.6,Rockets,0,2017-12-28,400975263
37-82,8-29,17-24,10,34,44,8,17,22,1,0,99,70.8,27.6,27.6,Celtics,1,2017-12-28,400975263
39-95,11-36,16-19,11,34,45,4,9,19,2,0,105,84.2,30.6,30.6,Nets,0,2017-12-31,400975285
39-79,14-33,16-25,8,42,50,8,17,22,0,0,108,64.0,42.4,42.4,Celtics,1,2017-12-31,400975285
31-89,8-32,18-18,9,39,48,7,14,17,1,0,88,100.0,25.0,25.0,Cavaliers,0,2018-01-03,400975305
41-92,12-36,8-11,9,43,52,2,15,20,1,0,102,72.7,33.3,33.3,Celtics,1,2018-01-03,400975305
28-76,7-23,21-28,9,34,43,5,12,15,0,0,84,75.0,30.4,30.4,Timberwolves,0,2018-01-05,400975316
38-94,6-36,9-13,17,39,56,4,10,22,1,0,91,69.2,16.7,16.7,Celtics,1,2018-01-05,400975316
37-98,5-18,8-15,12,32,44,13,4,17,1,0,87,53.3,27.8,27.8,Celtics,0,2018-01-06,400975325
30-91,6-31,19-22,12,43,55,11,16,14,2,0,85,86.4,19.4,19.4,Nets,1,2018-01-06,400975325
43-89,13-35,15-19,11,35,46,2,18,18,0,0,114,78.9,37.1,37.1,Celtics,0,2018-01-11,400975360
38-82,11-28,16-18,3,34,37,4,19,19,0,0,103,88.9,39.3,39.3,76ers,1,2018-01-11,400975360
45-100,7-27,19-25,13,42,55,6,15,14,0,0,116,76.0,25.9,25.9,Pelicans,0,2018-01-16,400975396
40-101,19-50,14-16,12,41,53,3,18,24,1,0,113,87.5,38.0,38.0,Celtics,1,2018-01-16,400975396
34-73,6-17,15-17,8,33,41,5,22,20,3,0,89,88.2,35.3,35.3,76ers,0,2018-01-18,400975409
30-74,7-29,13-17,3,28,31,5,19,20,0,0,80,76.5,24.1,24.1,Celtics,1,2018-01-18,400975409
43-92,6-21,11-16,13,31,44,9,10,19,0,0,103,68.8,28.6,28.6,Magic,0,2018-01-21,400975429
37-85,8-27,13-14,11,33,44,9,15,18,0,0,95,92.9,29.6,29.6,Celtics,1,2018-01-21,400975429
42-90,15-44,8-10,7,35,42,5,11,25,0,0,107,80.0,34.1,34.1,Celtics,0,2018-01-23,400975446
40-91,7-26,21-36,14,37,51,2,10,16,0,0,108,58.3,26.9,26.9,Lakers,1,2018-01-23,400975446
39-93,14-40,21-22,10,37,47,3,13,28,0,0,113,95.5,35.0,35.0,Celtics,0,2018-01-24,400975455
35-79,5-21,27-39,10,30,40,5,19,15,0,0,102,69.2,23.8,23.8,Clippers,1,2018-01-24,400975455
37-85,14-28,17-24,11,34,45,2,14,23,2,0,105,70.8,50.0,50.0,Celtics,0,2018-01-27,400975474
38-84,10-27,23-26,10,33,43,9,11,17,1,0,109,88.5,37.0,37.0,Warriors,1,2018-01-27,400975474
43-91,17-36,8-10,10,30,40,6,9,19,2,0,111,80.0,47.2,47.2,Celtics,0,2018-01-29,400975489
42-93,10-33,16-21,15,32,47,3,10,14,1,0,110,76.2,30.3,30.3,Nuggets,1,2018-01-29,400975489
28-87,3-17,14-21,9,35,44,4,14,17,0,0,73,66.7,17.6,17.6,Knicks,0,2018-01-31,400975504
40-83,11-26,12-20,5,44,49,3,9,22,1,0,103,60.0,42.3,42.3,Celtics,1,2018-01-31,400975504
34-80,11-31,31-34,4,32,36,4,12,18,0,0,110,91.2,35.5,35.5,Hawks,0,2018-02-02,400975513
45-89,11-24,18-20,7,35,42,3,11,23,0,0,119,90.0,45.8,45.8,Celtics,1,2018-02-02,400975513
36-91,13-31,11-14,10,36,46,9,8,17,0,0,96,78.6,41.9,41.9,Trail Blazers,0,2018-02-04,400975530
35-85,15-36,12-17,9,42,51,6,11,16,0,0,97,70.6,41.7,41.7,Celtics,1,2018-02-04,400975530
33-83,10-23,15-20,9,29,38,3,17,19,0,0,91,75.0,43.5,43.5,Celtics,0,2018-02-06,400975544
40-80,17-36,14-17,5,35,40,4,15,18,0,0,111,82.4,47.2,47.2,Raptors,1,2018-02-06,400975544
39-84,9-26,23-34,7,38,45,6,18,20,0,0,110,67.6,34.6,34.6,Celtics,0,2018-02-08,400975559
38-95,12-26,16-20,17,35,52,4,20,23,2,0,104,80.0,46.2,46.2,Wizards,1,2018-02-08,400975559
37-83,5-20,18-22,13,40,53,5,13,20,2,0,97,81.8,25.0,25.0,Pacers,0,2018-02-09,400975566
34-89,7-27,16-20,12,26,38,8,10,21,0,0,91,80.0,25.9,25.9,Celtics,1,2018-02-09,400975566
45-84,16-30,15-20,5,36,41,6,11,20,0,0,121,75.0,53.3,53.3,Cavaliers,0,2018-02-11,400975581
36-89,10-38,17-22,13,30,43,4,14,14,1,0,99,77.3,26.3,26.3,Celtics,1,2018-02-11,400975581
44-88,11-29,30-33,7,36,43,5,7,21,2,0,129,90.9,37.9,37.9,Clippers,0,2018-02-14,400975604
42-97,15-31,20-21,11,35,46,7,8,31,0,0,119,95.2,48.4,48.4,Celtics,1,2018-02-14,400975604
41-85,17-39,11-18,10,32,42,5,11,22,0,0,110,61.1,43.6,43.6,Celtics,0,2018-02-23,400975619
37-85,10-33,14-21,12,33,45,4,13,18,0,0,98,66.7,30.3,30.3,Pistons,1,2018-02-23,400975619
42-93,13-33,24-28,11,34,45,5,11,15,0,0,121,85.7,39.4,39.4,Celtics,0,2018-02-24,400975632
45-96,6-27,16-20,13,36,49,4,14,22,0,0,112,80.0,22.2,22.2,Knicks,1,2018-02-24,400975632
34-78,5-23,25-32,5,35,40,2,10,22,0,0,98,78.1,21.7,21.7,Grizzlies,0,2018-02-26,400975644
39-86,12-37,19-27,9,35,44,5,8,23,0,0,109,70.4,32.4,32.4,Celtics,1,2018-02-26,400975644
42-91,9-27,13-22,9,24,33,6,7,17,0,0,106,59.1,33.3,33.3,Hornets,0,2018-02-28,400975662
54-87,12-20,14-15,4,43,47,4,10,20,1,0,134,93.3,60.0,60.0,Celtics,1,2018-02-28,400975662
44-91,13-24,19-21,10,28,38,3,13,21,0,0,120,90.5,54.2,54.2,Celtics,0,2018-03-03,400975685
39-87,19-49,26-30,10,30,40,5,10,21,1,0,123,86.7,38.8,38.8,Rockets,1,2018-03-03,400975685
41-84,12-36,11-12,12,41,53,4,18,13,2,0,105,91.7,33.3,33.3,Celtics,0,2018-03-05,400975699
32-81,12-33,13-20,7,29,36,1,13,16,1,0,89,65.0,36.4,36.4,Bulls,1,2018-03-05,400975699
43-87,11-32,20-27,9,37,46,2,11,17,0,0,117,74.1,34.4,34.4,Celtics,0,2018-03-08,400975720
44-94,12-31,9-13,13,34,47,3,12,22,1,0,109,69.2,38.7,38.7,Timberwolves,1,2018-03-08,400975720
39-81,12-22,9-10,6,33,39,7,18,20,0,0,99,90.0,54.5,54.5,Pacers,0,2018-03-11,400975744
34-81,12-37,17-21,10,32,42,5,16,13,0,0,97,81.0,32.4,32.4,Celtics,1,2018-03-11,400975744
46-97,12-32,21-28,13,39,52,6,19,26,1,0,125,75.0,37.5,37.5,Wizards,0,2018-03-14,400975763
48-99,12-26,16-23,10,34,44,5,17,22,0,0,124,69.6,46.2,46.2,Celtics,1,2018-03-14,400975763
